"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa03040","hsa03040","Spliceosome",131,-0.621519178774046,-1.9782653188662,8.67715673605243e-07,2.62681199373224e-05,2.04266082016162e-05,2895,"tags=46%, list=17%, signal=38%","6431/23451/6434/51503/642659/6628/6632/6637/3183/58517/6631/3190/7919/10465/2521/5356/10992/9092/8683/22985/3192/10262/51639/57187/25766/1655/6634/9879/23450/9416/56259/10915/153527/220988/11338/27339/6627/10907/4809/6625/6629/57819/10946/6635/10713/6626/4670/27316/6430/10291/11157/3178/8175/6427/10084/6426/10189/3304/3303/3312"
"hsa04714","hsa04714","Thermogenesis",214,-0.538268412937695,-1.80649433193662,1.03012193501268e-06,2.85858836966019e-05,2.22289470186947e-05,2427,"tags=36%, list=14%, signal=32%","57104/4711/10476/513/1327/5346/7384/5468/6603/6599/1345/4702/1375/517/539/4724/6194/516/4717/1537/4715/10063/7381/4535/91942/6602/7385/7388/2260/107/515/86/656/4720/4512/498/4712/4704/4725/4722/109/4539/5563/5603/4514/6390/6195/509/6391/84335/5566/63976/4728/4706/4538/60/518/4726/1385/113/2180/4710/4719/4731/4508/5567/116228/4716/4513/2182/4540/4519/10975/71/4541/6598/1374/23028"
"hsa04530","hsa04530","Tight junction",149,-0.575668192803922,-1.85504686954632,7.96170417086622e-06,0.00020394211453065,0.000158589411014825,2090,"tags=28%, list=12%, signal=24%","9075/154796/6714/24146/5518/10096/4478/861/6794/10094/4627/5962/7430/55114/79784/103910/387/776/10627/5563/10097/54566/5566/5111/2017/8777/595/10552/4629/81/60/8531/57530/87/5567/10095/57180/71/84790/3308/10376"
"hsa05171","hsa05171","Coronavirus disease - COVID-19",178,-0.548924997544235,-1.80850135717556,2.24053936048872e-05,0.000532928290744817,0.000414415550887388,2839,"tags=42%, list=16%, signal=35%","6209/11224/6203/6229/6205/6347/6170/6134/6227/6224/6193/6885/6181/10747/3661/6168/9636/6217/6773/6189/6142/6136/6194/6155/6231/6157/6144/6202/1147/6232/6233/6191/6207/10379/6230/6210/5594/51065/5603/6160/6201/6188/5336/6133/6161/6141/23521/2197/6228/3455/6167/6147/6154/6164/57506/6138/6152/6135/6158/6165/4736/6173/6122/6130/6125/6139/6143/6156/200916/6128/9045/6124/9349/6129"
"hsa05415","hsa05415","Diabetic cardiomyopathy",184,-0.525925035515549,-1.72977613854666,2.53724167009051e-05,0.000563267650760093,0.000438008035678783,2409,"tags=35%, list=14%, signal=30%","4711/10476/513/1327/7384/1345/4702/1375/517/9882/539/4724/4688/516/4717/1537/4715/7381/4535/7385/7388/5165/515/4720/4512/498/4712/4704/4725/5580/4722/5331/4539/5603/4514/6390/292/7417/509/6391/7419/2597/4728/4706/5160/4538/25874/518/2997/4726/4710/4719/4731/4508/291/4716/4513/4540/4519/9945/10975/4541/2936/7416"
"hsa01200","hsa01200","Carbon metabolism",101,-0.599454240097705,-1.83409268948782,4.40488706592897e-05,0.000916767120596466,0.000712896196196399,1473,"tags=30%, list=9%, signal=27%","4191/4190/8802/3417/7086/2023/2821/5634/6390/5223/1737/6391/4199/2597/5160/84532/38/1431/5631/55902/3420/4200/6888/2098/5315/39/3418/5214/3421/2271"
"hsa05017","hsa05017","Spinocerebellar ataxia",124,-0.560141844322371,-1.76934770018606,6.1086467802202e-05,0.00119657610459608,0.000930481181383387,1319,"tags=30%, list=8%, signal=28%","6712/11273/22863/5719/5718/5331/292/5689/5702/7417/11047/7419/5685/5706/6311/5691/5717/5709/10939/5701/9861/5692/5684/5704/10213/5694/291/5710/5690/5705/5686/5700/5707/25814/5695/7416/10528"
"hsa04612","hsa04612","Antigen processing and presentation",50,-0.695081560998209,-1.93817286450017,6.87306273269991e-05,0.00127151660554948,0.000988756393125251,891,"tags=22%, list=5%, signal=21%","10197/3133/1508/811/1385/3320/3304/3303/3326/3312/3308"
"hsa04144","hsa04144","Endocytosis",240,-0.473820200224164,-1.62461173749679,8.15301622586262e-05,0.00142892337011171,0.0011111589980954,3098,"tags=32%, list=18%, signal=26%","2060/23527/2870/57154/64744/9146/100287171/124908094/124908102/7879/9815/116983/8724/9267/60682/5338/26286/2261/9922/1212/10109/1785/8729/84440/156/116988/2264/3134/9559/6455/6714/160/6643/5878/119016/642517/10096/5869/409/644150/10564/7251/375/829/22905/10094/8766/8218/6642/9897/23325/8411/832/387/414189/274/10097/1213/3133/378/1759/10552/1211/7456/28964/10095/57180/11031/3949/8853/27131/3304/3303/51652/3312/7037"
"hsa00020","hsa00020","Citrate cycle (TCA cycle)",28,-0.811801040562141,-2.01089957816992,0.000109675577807746,0.00182609837049897,0.00142001011266871,1473,"tags=50%, list=9%, signal=46%","4191/4190/8802/47/3417/6390/1737/6391/5160/1431/3420/3418/3421/2271"
"hsa03013","hsa03013","Nucleocytoplasmic transport",103,-0.576263573391173,-1.76976242600343,0.000132777969284576,0.00210547922722684,0.00163726217764439,2807,"tags=50%, list=16%, signal=43%","7175/3840/10482/3839/5905/9688/3841/23225/3842/53371/55705/55706/7919/9818/10250/22985/10921/55746/4928/8563/1915/79228/55308/5901/57187/11269/57510/51068/7329/55161/79023/10527/4927/23511/10284/3843/80145/10526/7514/79902/2733/3837/6613/81929/30000/5411/51194/3838/1434/9631/6612/10189"
"hsa05208","hsa05208","Chemical carcinogenesis - reactive oxygen species",202,-0.485598918052839,-1.62475168500813,0.000153109827226862,0.00231752602120659,0.00180215394726354,2819,"tags=40%, list=16%, signal=34%","6389/4893/9377/3091/4714/207/5338/5781/2052/4711/10476/513/1327/7384/1345/4702/517/539/4724/4688/516/9020/6714/4717/2947/1537/4715/5770/1147/5604/7381/4535/7385/7388/1571/405/515/369/6416/4720/4512/498/4712/4704/4725/5580/5594/4722/4780/5605/4257/4539/5603/4514/6390/292/7417/4258/509/6391/7419/4728/6647/4706/9446/4538/518/4726/4710/4719/4731/4508/291/4716/4513/4540/4519/10975/4541/7416"
"hsa04814","hsa04814","Motor proteins",167,-0.513946481164777,-1.6877528174505,0.000189257766868538,0.00274012332031405,0.00213077394277622,1672,"tags=17%, list=10%, signal=15%","127602/4641/829/4627/1783/55930/90990/55605/79784/51143/103910/832/10627/7168/3796/1781/7171/7170/4629/60/4621/80179/7283/71/203068/84790/10540/10376"
"hsa05110","hsa05110","Vibrio cholerae infection",46,-0.670865114377524,-1.85415727171677,0.000217730190369324,0.00302100639137438,0.00234919415924797,1893,"tags=41%, list=11%, signal=37%","525/55176/10312/375/23480/51382/109/9114/10945/5566/528/5336/60/11014/529/5567/51606/71/23545"
"hsa04723","hsa04723","Retrograde endocannabinoid signaling",115,-0.558811751408857,-1.72304108323517,0.000302039360508303,0.0040231642819706,0.00312849190252811,2133,"tags=29%, list=12%, signal=25%","4702/59345/4724/4717/4715/4535/2773/107/4720/4712/4704/4725/5594/4722/776/109/5331/4539/5603/5566/4728/4706/4538/2786/4726/113/4710/4719/4731/5567/4716/4540/4541"
"hsa04114","hsa04114","Oocyte meiosis",116,-0.55926422517499,-1.73730544571686,0.000422152482351502,0.00540679910088654,0.00420443362989755,2905,"tags=34%, list=17%, signal=29%","441273/285955/7534/442590/817/51434/10393/80315/7533/808/1017/4085/983/23291/5518/5533/5604/10971/891/9978/107/805/5594/109/9133/5603/6195/9134/5528/5566/6790/5532/991/699/801/113/51433/9232/29945/5567"
"hsa04922","hsa04922","Glucagon signaling pathway",88,-0.576512549725713,-1.74863904818007,0.000577762832993759,0.00712574160692302,0.00554111722871207,2820,"tags=35%, list=16%, signal=30%","817/5261/207/23235/808/5213/160287/5211/1375/102724428/5533/3945/805/5837/5836/5331/5563/5223/5566/5160/5532/801/200186/2997/3276/1385/5567/5315/1374/5214/3939"
"hsa01212","hsa01212","Fatty acid metabolism",54,-0.638616901217048,-1.81650289110385,0.00108035151949426,0.0128484662854138,0.00999122081938298,2361,"tags=37%, list=14%, signal=32%","6342/2194/30/1375/9200/79966/197322/34/9524/3295/38/64834/36/60481/2180/2182/39/1374/3992/9415"
"hsa00230","hsa00230","Purine metabolism",111,-0.534546414486239,-1.63600478236006,0.00169720884113491,0.0194886394516526,0.0151547504507872,1432,"tags=21%, list=8%, signal=19%","107/3615/5141/100/4831/109/9060/5634/3251/11164/4833/5631/113/102157402/10606/9061/205/6241/8833/5236/159/471/5152"
"hsa04914","hsa04914","Progesterone-mediated oocyte maturation",91,-0.524388579657108,-1.59942000903216,0.00348379578799298,0.0386701332467221,0.030070658380571,2905,"tags=33%, list=17%, signal=28%","441273/285955/442590/51434/10393/80315/207/1017/890/4085/983/5604/2773/891/107/369/5594/109/9133/5603/6195/5566/6790/699/113/51433/29945/5567/3320/3326"
"hsa01040","hsa01040","Biosynthesis of unsaturated fatty acids",25,-0.698235104054805,-1.69564541756276,0.00373511990198912,0.0394785178169164,0.0306992741677301,2361,"tags=44%, list=14%, signal=38%","6342/30/9200/79966/9524/3295/11332/64834/60481/3992/9415"
"hsa04915","hsa04915","Estrogen signaling pathway",111,-0.509366287415734,-1.55893980317135,0.00379373144186584,0.0394785178169164,0.0306992741677301,1692,"tags=20%, list=10%, signal=18%","5604/2773/107/2289/805/8202/5580/5594/109/5605/5331/5566/801/1385/113/5567/2288/3320/3304/3303/3326/3312"
"hsa03008","hsa03008","Ribosome biogenesis in eukaryotes",74,-0.559363246378,-1.6434691941187,0.00466387402352208,0.0470627287828137,0.0365969062132833,2816,"tags=42%, list=16%, signal=35%","283106/10482/84128/57455/1457/92856/29889/9790/55226/25996/5901/22803/55813/51068/23560/10556/134430/1459/29102/1736/4809/26354/54552/51077/7514/2091/10436/102157402/51602/51096/10528"
